SEARCH_ID,TWEET_TEXT,KEYWORDS,CREATION_DATE
68,"WIVMUG October 4th Meeting at FVTC is on!! Thank you Turbonomic & Druva! https://t.co/TG3orhXy8k",Druva,2016-10-02
68,"@Vizagpowerstar @Vizagpowerstar mesam end lo curve ravali..any way druva look super :-)",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/kWxA1PmAB3",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others: Photo credit: j... https://t.co/6K9j5LVqyq #digiconsultant",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/GlqxUwhthU #technology",Druva,2016-10-02
68,"RT pymnts ""Here's what you missed in #Payments all week. #PYMNTS11 https://t.co/lQYCWlUTUm""",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/QsXJyot01D by jshieber",Druva,2016-10-02
68,"""Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/bWyBXMIFBp by jshieber"" #Geeky0001",Druva,2016-10-02
68,"RT @druvainc: Flood-Wary Small Businesses Find Better Backup in the Cloud. https://t.co/Tu0xaM5LXx via @BizTechMagazine… https://t.co/u2i1Fh9afQ",Druva,2016-10-02
68,"#360WiseNews Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/eV2zZHwMMh",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/WBsi5xDJ9S via TechCrunch",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/pQgs7Pmu5q",Druva,2016-10-02
68,"Cloud data backup firm @druvainc raises $51 mn from @Sequoia_India, others | @BlueCloudVC @NexusVP #startups
https://t.co/h8duOAAfoO",Druva,2016-10-02
68,"Cloud Storage Druva Insync  Hacks You Should Know About Druva Insync https://t.co/BCBxrl5cug",Druva,2016-10-02
68,"Proud to be part of the @druvainc team! Druva raises $51 mn in series E led by Sequoia, eyes IPO https://t.co/WN2ZAbTY91 via @economictimes",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/BCYZsq4IVs https://t.co/Fo5L5B2Wti",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/QzI94nDKaL https://t.co/7vW76COJ99",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and disc... https://t.co/u1Cdy19HEL #Startups #Tech https://t.co/FPsXAAeN7V",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/pi1ClB53JU https://t.co/BTbKSiXlLz",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/dkGTZZ4MfN https://t.co/3bkW1knhsS",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/3vmyqzMuq9",Druva,2016-10-02
68,"#Tech Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/neoC0EidUP https://t.co/0K3J5YmkHM",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/GsNBJYAdXd",Druva,2016-10-02
68,"Druva Partners With Protection 1 to Extend Data Security to Small #Businesses https://t.co/0mV3qbgfFB",Druva,2016-10-02
68,"RT @ETtech: JUST IN: Druva raises $51M in series E led by Sequoia, eyes IPO https://t.co/P8YlbRoCVk",Druva,2016-10-02
68,"Druva Partners With Protection 1 to Extend Data Security to Small #Businesses https://t.co/DMN6H1OjUS",Druva,2016-10-02
68,"RT @TechCrunch: Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/IrS2UR1txN by @jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/0waZ8ShQKw via TechCrunch",Druva,2016-10-02
68,"#tech ⛱ #crunch Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/5BoAwjpaxE by jshieber",Druva,2016-10-02
68,"RT @HITOutcomes: Thanks for the recent follow @NEHealthExecs @ChrisAxtell @BB_Druva Happy to connect :) have a great Saturday. (via https://t.co/rsU1wdVYXy)",Druva,2016-10-02
68,"Here's what you missed in #Payments all week. #PYMNTS11 https://t.co/fPoxt8MRdH",Druva,2016-10-02
68,"Well - look at you go @druvainc! Eyeing an IPO, Druva raises $51M for its data backup, recovery & discovery services https://t.co/XTZl3A0g84",Druva,2016-10-02
68,"#360WiseNews Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/PvsZ2w084R",Druva,2016-10-02
68,"RT @techcirclein: From Pune to Sunnyvale, enterprise IT firm’s @druvainc journey toward raising $118 mn | @Sequoia_India… https://t.co/tN9iO7pbYt",Druva,2016-10-02
68,"RT @techcirclein: From Pune to Sunnyvale, enterprise IT firm’s @druvainc journey toward raising $118 mn | @Sequoia_India… https://t.co/qCysmVUTii",Druva,2016-10-02
68,"Thrilled to announce our latest round of funding! Learn more: https://t.co/UVoMO2gNqc @BlueCloudVC @NexusVP… https://t.co/WhjYTqJhIt",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/p7SsNYh5Ih",Druva,2016-10-02
68,"Druva inSync is available on G-Cloud from @Fordway https://t.co/4KeObG0QZ7 … … #Gcloud https://t.co/tR4M5XovBK",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/1jWrYevFlX",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/N4Xt8Gp7ZH by jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/c5WKBYGhSf",Druva,2016-10-02
68,"Cloud Storage Druva Insync  Hacks You Should Know About Druva Insync https://t.co/I48HlzkaXx",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/qPQxfhdLQv",Druva,2016-10-02
68,"#News #Technology Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/qoNtaXHZjI",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/YbTpELDM8a",Druva,2016-10-02
68,"(2/2)@NexusVP,                 ,            , and               .
Now Druva's total raised capital stands at $118M.",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services - https://t.co/5TuCHsr6Mk by Jonathan Shieber",Druva,2016-10-02
68,"RT @wivmug: Registration open f/ 10/4 Appleton #VMUG mtg w/ @Turbonomic @druvainc @eric_shanks @gr8n8tr0n @rpletka @discoposse https://t.co/OYcoZMmcfh",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/vHR7oyR248",Druva,2016-10-02
68,"RT @techcirclein: From Pune to Sunnyvale, enterprise IT firm’s @druvainc journey toward raising $118 mn | @Sequoia_India… https://t.co/tN9iO7pbYt",Druva,2016-10-02
68,"Druva raises $51M in series E led by Sequoia, eyes IPO https://t.co/P8YlbRoCVk @druvainc @Sequoia_India @NexusVP",Druva,2016-10-02
68,"#caracasdatacenter Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/IN45cOtHze",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/rrTStgBmtG",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services  Set… https://t.co/iVlG5SonJh https://t.co/tCNtOiftCX",Druva,2016-10-02
68,"#news #tech Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/MZ6kxLa1n8",Druva,2016-10-02
68,"#360WiseNews Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/7HrH7oiDqH",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/ABGG8NpbKm by jshieber",Druva,2016-10-02
68,"Druva Raises $51 Million Latest Round of Funding - https://t.co/pYbo0dGvG0 https://t.co/Bu9J6lSp3N https://t.co/IyoRPluLWl",Druva,2016-10-02
68,"RT @wivmug: Registration open f/ 10/4 Appleton #VMUG mtg w/ @Turbonomic @druvainc @eric_shanks @gr8n8tr0n @rpletka @discoposse https://t.co/OYcoZMmcfh",Druva,2016-10-02
68,"RT @wivmug: Registration open f/ 10/4 Appleton #VMUG mtg w/ @Turbonomic @druvainc @eric_shanks @gr8n8tr0n @rpletka @discoposse https://t.co/OYcoZMmcfh",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/9gfhPMNy1J",Druva,2016-10-02
68,"Collect, Preserve and Secure Data with Druva's Legal Hold Capabilities https://t.co/NYzWQGjXYs",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/t68ukpB8LH",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/OL8bCYd9Qv",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/qPGkZaz7PP",Druva,2016-10-02
68,"RT Sequoia_India leads $51 mn round in cloud data backup firm druvainc | BlueCloudVC NexusVP #startups
https://t.co/93DtMAmtEu follow Lets…",Druva,2016-10-02
68,"#DataProtection #Startup Druva raises US$51m in Funding | #venturecapital #data https://t.co/rDVnW8cfg9",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services -  https://t.co/OaWZFzXt0O https://t.co/B6VcswHhul",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/IDrjsbkyEp by jshieber",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/NNnYu9RdiH https://t.co/ixq2JPwIuF",Druva,2016-10-02
68,"RT @wivmug: WIVMUG October 4th Meeting at FVTC is on!! Thank you Turbonomics & Druva! https://t.co/IobmtZRxbX https://t.co/nTgTXPfNqM",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/vJOZazZGKi",Druva,2016-10-02
68,"Druva ips #9YearsForRamCharanInTFI",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/xN6H11Oj8Z",Druva,2016-10-02
68,"RT @MadanRao: Shailendra Singh, Managing Director, Sequoia Capital:
Druva is a great Indian product startup to watch; ranked highly by Gartner
#tSparks",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/HwwKQF8PAg",Druva,2016-10-02
68,"#TechCrunch Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/VtchTggpoJ",Druva,2016-10-02
68,"RT @druvainc: Why is disk-to-disk-to-tape (D2D2T) still alive and what has changed in the past 5 years? https://t.co/bdHWWsG9dw #cloud #backup",Druva,2016-10-02
68,"RT YourStoryCo ""RT MadanRao: Shailendra Singh, Managing Director, Sequoia Capital:
Druva is a great Indian product startup to watch; ranked…",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/ZIgtjo2pOS https://t.co/UN6nvRvKXJ",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/GL9CjXCljI #cru… https://t.co/3yio6xiY13",Druva,2016-10-02
68,"RT @sharads: Druva shows that it's possible for an Indian product startup to be a global category leader in a highly contested a… https://t.co/5K9X24RKLW",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/YmyOWwpZx9",Druva,2016-10-02
68,"Why is disk-to-disk-to-tape (D2D2T) still alive and what has changed in the past 5 years? https://t.co/bdHWWsG9dw #cloud #backup",Druva,2016-10-02
68,"i'am waiting in 'druva' teaser",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services: Setting its sights on ... https://t.co/rRV4h1ndrD",Druva,2016-10-02
68,"RT @maheshmedicharl: Ramcharan druva lo rakul to lip lack  seen c unnayata that is  cheran https://t.co/UHstd59Yy2",Druva,2016-10-02
68,"Registration open f/ 10/4 Appleton #VMUG mtg w/ @Turbonomic @druvainc @eric_shanks @gr8n8tr0n @rpletka @discoposse https://t.co/OYcoZMmcfh",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/hnrYQrJSiR | TechCrunch",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/mNFfWbkAFN by jshieber",Druva,2016-10-02
68,"TC: Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/ByNhhii3bA",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/yZbJqKYDPI",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/mMJ5WDfeYI by jshieber #GlobalTechnocrat",Druva,2016-10-02
68,"#bbcqt #IllNeverBeTooOldTo #f4f #follow4follow #followback Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery ser…",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/M2W2I4saRx",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/z1z3SXOQVM",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/6LWpWQqiGs",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/p1TEKAjOdM",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/KvLWclp286 by jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/ICKWXveDnV https://t.co/jWSE3lXkgx",Druva,2016-10-02
68,"TechCrunch: Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/PDdJPMDpaa by jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/l8loUEo5S8",Druva,2016-10-02
68,"#tech #news #asia Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/iy4cIDmAa4",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/U004CTWNux https://t.co/fN7uCYbjWv",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services: Setting its sights on ... https://t.co/f3dk0bbCeh",Druva,2016-10-02
68,"@vijayreddy4Mahi druva calculation?",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/q2PnAjVkV7",Druva,2016-10-02
68,"RT @chickendilla: Must be a @WIVMUG meeting soon. The iPads for registration are charging.  https://t.co/Q9CDQPRNIS https://t.co/k82lmEOP0f",Druva,2016-10-02
68,"_techsparks: RT MadanRao: Shailendra Singh, Managing Director, Sequoia Capital:
Druva is a great Indian product startup to watch; ranked hi…",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/QeNX8ki9Kp https://t.co/nwsmNm5pVD",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/6gGRTWgNJW #tec… https://t.co/c9XZqPrE39",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services #TechCrunch #IoT https://t.co/1sgCTIzYl8",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/1PPZfDWUhS",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/0f7jCuBo8Y by jshieber RT",Druva,2016-10-02
68,"Druva, your butt data protection and information management company, today announced raising of another $51 million in funding.",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/hRp9KqJtCS by jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/mJXfscHAkl #technology #technologynews …",Druva,2016-10-02
68,"RT @rehanyarkhan: Congrats Milind, Jaspreet, it's been humbling and enriching watching you build Druva. Very proud of you @jaspreetis @druvainc",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/4lmF1mFNL1",Druva,2016-10-02
68,"New post: ""Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services"" https://t.co/BjPFLYohTa",Druva,2016-10-02
68,"RT TechCrunch: Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/BIGPVnr8XJ by jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/CyGUZdujOT via @Newscloud_io #startups",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/2rajBBgMtZ by jshieber",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/FaUMkb0hzW",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/QOQrlMeehW #startupfeeds",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/d0b4DQBDuU https://t.co/xhWHjyezMx",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/nzaCAllJww https://t.co/WZshtGdlZG",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/ONPlT8Se9a https://t.co/v4nJgExaJX",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services: Setting its sights on ... https://t.co/tPBVM7P0J0",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services: Setting its sights on ... https://t.co/LhwlLfjOi5",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/6zSJ54zTnr (TechCrunch)",Druva,2016-10-02
68,"RT @TechCrunch: Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/IrS2UR1txN by @jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services: Setting its sights on ... https://t.co/sYnnBj4bf3",Druva,2016-10-02
68,"Eagerly waiting for druva.....#charan love u https://t.co/VlmENcxI5D",Druva,2016-10-02
68,"RT @MadanRao: Shailendra Singh, Managing Director, Sequoia Capital:
Druva is a great Indian product startup to watch; ranked highly by Gartner
#tSparks",Druva,2016-10-02
68,"Sequoia-backed startup that guards NASA’s data raises $51m from EDBI, others https://t.co/Jwl2kAftWj via @techinAsia_id",Druva,2016-10-02
68,".@druvainc looks to open Nordic office after $51m funding round https://t.co/bfsxCAvKmS May begin to consider IPO n… https://t.co/I5AvuIIVx7",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/PyzkY1DLu7",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/tXAz5g887L",Druva,2016-10-02
68,"RT @___technology__: Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/SJgGS7A1V9 TechCrunch #tech #technology",Druva,2016-10-02
68,"https://t.co/NC3uJdmPim Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services",Druva,2016-10-02
68,"https://t.co/guaTujBiqE Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services  Set… https://t.co/TpVw80PM7I",Druva,2016-10-02
68,"TechCrunch: Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/AamMlXBTTW by jshieber",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its #data backup, recovery and discovery services - via @TechCrunch https://t.co/e1W9dPpvAL",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/NazCIG6lNK https://t.co/Xu0qHVorwO",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/QFDnRbUrMy",Druva,2016-10-02
68,"RT @MadanRao: Shailendra Singh, Managing Director, Sequoia Capital:
Druva is a great Indian product startup to watch; ranked highly by Gartner
#tSparks",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/B8xAQlDUbK",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/pfwu3F5sRw #Mobile #Technology",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/ba5K9yjguy https://t.co/gylmzoulqf",Druva,2016-10-02
68,"Eyeing an IPO, Druva raises $51M for its data backup, recovery and discovery services https://t.co/dZUjkccYuu https://t.co/InMg4xAKvh",Druva,2016-10-02
